icd9v1_code	icd9v1_desc	icd10cm_code	icd10cm_desc	chapter	section	section_desc	parent_code	warning
		Z9189	Other specified personal risk factors, not elsewhere classified	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z918	
		Z9221	Personal history of antineoplastic chemotherapy	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z922	
		Z9289	Personal history of other medical treatment	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z928	
		Z9225	Personal history of immunosupression therapy	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z922	
		Z9229	Personal history of other drug therapy	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z922	
		Z90710	Acquired absence of both cervix and uterus	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9071	
		Z923	Personal history of irradiation	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z92	
		Z9484	Stem cells transplant status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z948	
		Z932	Ileostomy status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z93	
		Z933	Colostomy status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z93	
		Z89422	Acquired absence of other left toe(s)	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z8942	
		Z905	Acquired absence of kidney	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z90	
		Z951	Presence of aortocoronary bypass graft	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z95	
		Z955	Presence of coronary angioplasty implant and graft	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z95	
		Z952	Presence of prosthetic heart valve	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z95	
		Z950	Presence of cardiac pacemaker	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z95	
		Z95810	Presence of automatic (implantable) cardiac defibrillator	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9581	
		Z95820	Peripheral vascular angioplasty status with implants and grafts	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9582	
		Z95818	Presence of other cardiac implants and grafts	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9581	
		Z960	Presence of urogenital implants	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z96	
		Z95828	Presence of other vascular implants and grafts	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9582	
		Z961	Presence of intraocular lens	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z96	
		Z96641	Presence of right artificial hip joint	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9664	
		Z96642	Presence of left artificial hip joint	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9664	
		Z96643	Presence of artificial hip joint, bilateral	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9664	
		Z953	Presence of xenogenic heart valve	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z95	
		Z96651	Presence of right artificial knee joint	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9665	
		Z96652	Presence of left artificial knee joint	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9665	
		Z96653	Presence of artificial knee joint, bilateral	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9665	
		Z96649	Presence of unspecified artificial hip joint	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9664	
		Z980	Intestinal bypass and anastomosis status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z98	
		Z981	Arthrodesis status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z98	
		Z9841	Cataract extraction status, right eye	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z984	
		Z9842	Cataract extraction status, left eye	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z984	
		Z931	Gastrostomy status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z93	
		Z9849	Cataract extraction status, unspecified eye	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z984	
		Z96659	Presence of unspecified artificial knee joint	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z9665	
		Z9884	Bariatric surgery status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z988	
		Z98890		
		Z9911	Dependence on respirator [ventilator] status	21	Z77-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	Z991	
